0.000000	-nan(ind)
0.043301	32.334430
0.086603	58.655812
0.129904	82.306073
0.173205	86.719917
0.216506	91.950266
0.259808	91.379044
0.303109	93.735416
0.346410	95.267893
0.389711	95.136890
0.433013	95.802967
0.476314	96.529178
0.519615	96.828716
0.562917	97.244626
0.606218	97.370694
0.649519	97.395056
0.692820	97.644134
0.736122	97.548088
0.779423	97.850019
0.822724	97.837391
0.866025	98.016027
0.909327	98.365890
0.952628	98.223240
0.995929	98.329254
1.039230	98.355568
1.082532	98.482428
1.125833	98.525739
1.169134	98.537211
1.212436	98.699239
1.255737	98.589333
1.299038	98.726218
1.342339	98.770026
1.385641	98.774108
1.428942	98.796087
1.472243	98.844707
1.515544	98.897139
1.558846	98.936748
1.602147	98.912088
1.645448	99.002115
1.688750	99.015405
