-3.458880	0.000330
-3.313743	0.000333
-3.168606	0.000467
-3.023469	0.000420
-2.878332	0.001130
-2.733195	0.001583
-2.588058	0.001987
-2.442921	0.003880
-2.297784	0.006060
-2.152647	0.007607
-2.007510	0.009200
-1.862373	0.009920
-1.717236	0.014190
-1.572099	0.018227
-1.426962	0.023150
-1.281825	0.028423
-1.136688	0.033777
-0.991551	0.042473
-0.846414	0.045593
-0.701277	0.049710
-0.556140	0.054783
-0.411003	0.051260
-0.265866	0.055700
-0.120729	0.058640
0.024408	0.061197
0.169545	0.059407
0.314682	0.054857
0.459819	0.051337
0.604956	0.042130
0.750093	0.039567
0.895230	0.035067
1.040367	0.030057
1.185504	0.024580
1.330641	0.020187
1.475778	0.016053
1.620915	0.011333
1.766052	0.010283
1.911189	0.006683
2.056326	0.005997
2.201463	0.004400
2.346600	0.002283
2.491737	0.001660
2.636874	0.001343
2.782011	0.001090
2.927148	0.000323
3.072285	0.000373
3.217422	0.000153
3.362559	0.000187
3.507696	0.000310
3.652833	0.000300
