0.000000	-nan(ind)
0.043301	11.407673
0.086603	30.529240
0.129904	39.138326
0.173205	51.548224
0.216506	57.868021
0.259808	67.521294
0.303109	72.794395
0.346410	76.803553
0.389711	79.765993
0.433013	82.524451
0.476314	84.499913
0.519615	87.130933
0.562917	87.878613
0.606218	88.880889
0.649519	90.304800
0.692820	90.764624
0.736122	91.340991
0.779423	92.161399
0.822724	92.430453
0.866025	93.204746
0.909327	93.384589
0.952628	93.594328
0.995929	94.307634
1.039230	94.482617
1.082532	94.771488
1.125833	95.025257
1.169134	95.011436
1.212436	95.473164
1.255737	95.557362
1.299038	95.660607
1.342339	96.039313
1.385641	96.069658
1.428942	96.250189
1.472243	96.355170
1.515544	96.350607
1.558846	96.655018
1.602147	96.800749
1.645448	96.843425
1.688750	96.799238
