#N	#promdelcuadrado	#promedioalcuadrado
2     0.26243			0.25997
3     0.46621			0.45408
4     0.65742			0.63624
5     0.83955			0.80895
6     1.02186			0.98159
7     1.19868			1.14871
10    1.73398			1.65439
#20    3.49778			3.31639
#30    5.23959			4.99021
#40    6.99531			6.69765	
#50    8.74479			8.37246
#60    10.49699			10.0412
