t	Ecin	Epot	Rg	buf4	buf5
300.000000	0.542824	-1.120778	1.408833	0.000000	0.000000
300.010000	0.542820	-1.120799	1.408826	0.000000	0.000000
300.020000	0.542818	-1.120823	1.408820	0.000000	0.000000
300.030000	0.542817	-1.120851	1.408813	0.000000	0.000000
300.040000	0.542817	-1.120880	1.408807	0.000000	0.000000
300.050000	0.542817	-1.120909	1.408800	0.000000	0.000000
300.060000	0.542816	-1.120936	1.408794	0.000000	0.000000
300.070000	0.542815	-1.120959	1.408787	0.000000	0.000000
300.080000	0.542813	-1.120979	1.408781	0.000000	0.000000
300.090000	0.542809	-1.120997	1.408774	0.000000	0.000000
300.100000	0.542804	-1.121013	1.408768	0.000000	0.000000
300.110000	0.542800	-1.121030	1.408761	0.000000	0.000000
300.120000	0.542796	-1.121050	1.408754	0.000000	0.000000
300.130000	0.542795	-1.121073	1.408748	0.000000	0.000000
300.140000	0.542794	-1.121098	1.408741	0.000000	0.000000
300.150000	0.542793	-1.121122	1.408735	0.000000	0.000000
300.160000	0.542793	-1.121146	1.408729	0.000000	0.000000
300.170000	0.542791	-1.121167	1.408722	0.000000	0.000000
300.180000	0.542789	-1.121187	1.408716	0.000000	0.000000
300.190000	0.542786	-1.121205	1.408710	0.000000	0.000000
300.200000	0.542783	-1.121223	1.408704	0.000000	0.000000
300.210000	0.542781	-1.121240	1.408698	0.000000	0.000000
300.220000	0.542780	-1.121258	1.408692	0.000000	0.000000
300.230000	0.542779	-1.121277	1.408686	0.000000	0.000000
300.240000	0.542778	-1.121296	1.408679	0.000000	0.000000
300.250000	0.542777	-1.121315	1.408673	0.000000	0.000000
300.260000	0.542777	-1.121334	1.408667	0.000000	0.000000
300.270000	0.542777	-1.121352	1.408661	0.000000	0.000000
300.280000	0.542777	-1.121370	1.408654	0.000000	0.000000
300.290000	0.542776	-1.121386	1.408648	0.000000	0.000000
300.300000	0.542775	-1.121399	1.408641	0.000000	0.000000
300.310000	0.542773	-1.121409	1.408634	0.000000	0.000000
