t	Ecin	Epot	Rg	buf4	buf5
975.000000	0.335824	-6.219179	2.895697	9.484886	-0.011037
976.000000	0.335852	-6.219522	2.895161	9.480936	-0.011041
977.000000	0.335838	-6.220021	2.894539	9.476588	-0.011053
978.000000	0.335796	-6.220487	2.893969	9.472486	-0.011056
979.000000	0.335669	-6.220966	2.893418	9.468473	-0.011045
980.000000	0.335561	-6.221192	2.892927	9.464750	-0.011024
981.000000	0.335458	-6.221325	2.892596	9.461827	-0.010995
982.000000	0.335306	-6.221372	2.892301	9.459087	-0.010975
983.000000	0.335209	-6.221518	2.891879	9.455711	-0.010960
984.000000	0.335149	-6.221777	2.891396	9.452037	-0.010962
985.000000	0.335133	-6.222141	2.890900	9.448305	-0.010948
986.000000	0.335151	-6.222515	2.890476	9.444925	-0.010900
987.000000	0.335189	-6.222807	2.890077	9.441670	-0.010850
988.000000	0.335197	-6.223034	2.889667	9.438366	-0.010816
989.000000	0.335169	-6.223208	2.889315	9.435353	-0.010800
990.000000	0.335130	-6.223687	2.888927	9.432162	-0.010798
991.000000	0.335139	-6.224161	2.888568	9.429117	-0.010814
992.000000	0.335193	-6.224671	2.888118	9.425628	-0.010849
993.000000	0.335185	-6.225295	2.887539	9.421524	-0.010884
994.000000	0.335119	-6.226215	2.886893	9.417118	-0.010899
995.000000	0.335042	-6.226982	2.886278	9.412857	-0.010903
996.000000	0.335000	-6.227716	2.885659	9.408577	-0.010910
997.000000	0.335091	-6.228405	2.885011	9.404173	-0.010918
998.000000	0.335257	-6.229064	2.884367	9.399786	-0.010916
999.000000	0.335440	-6.229822	2.883732	9.395448	-0.010899
